Accession,Organism_Name,Species,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
MT040675,Dengue virus type 4,Orthoflavivirus denguei,4,PY32,9828,partial,Paraguay: San Lorenzo,Paraguay,Homo sapiens,blood,"Graf,T., Vazquez,C., Giovanetti,M., Fonseca,V., Bruycker,F.N., Gomez,A., Xavier,J., Mendonca,M.C., Jesus,J.G., Claro,I.M., Faria,N.R., de Oliveira,T., Filippis,A.M., Abreu,A.L., Oliveira,W.K., Croda,J., Albuquerque,C.F., Rico,J.M., Alcantara,L.C.",2018-05-31,2020-12-14,ssRNA(+)
MT040676,Dengue virus type 4,Orthoflavivirus denguei,4,PY19,9828,partial,Paraguay: Villarrica,Paraguay,Homo sapiens,blood,"Graf,T., Vazquez,C., Giovanetti,M., Fonseca,V., Bruycker,F.N., Gomez,A., Xavier,J., Mendonca,M.C., Jesus,J.G., Claro,I.M., Faria,N.R., de Oliveira,T., Filippis,A.M., Abreu,A.L., Oliveira,W.K., Croda,J., Albuquerque,C.F., Rico,J.M., Alcantara,L.C.",2018-04-23,2020-12-14,ssRNA(+)
MT040677,Dengue virus type 4,Orthoflavivirus denguei,4,PY23,9286,partial,Paraguay: San Lorenzo,Paraguay,Homo sapiens,blood,"Graf,T., Vazquez,C., Giovanetti,M., Fonseca,V., Bruycker,F.N., Gomez,A., Xavier,J., Mendonca,M.C., Jesus,J.G., Claro,I.M., Faria,N.R., de Oliveira,T., Filippis,A.M., Abreu,A.L., Oliveira,W.K., Croda,J., Albuquerque,C.F., Rico,J.M., Alcantara,L.C.",2018-05-06,2020-12-14,ssRNA(+)
MT040678,Dengue virus type 4,Orthoflavivirus denguei,4,PY25,9828,partial,Paraguay: San Lorenzo,Paraguay,Homo sapiens,blood,"Graf,T., Vazquez,C., Giovanetti,M., Fonseca,V., Bruycker,F.N., Gomez,A., Xavier,J., Mendonca,M.C., Jesus,J.G., Claro,I.M., Faria,N.R., de Oliveira,T., Filippis,A.M., Abreu,A.L., Oliveira,W.K., Croda,J., Albuquerque,C.F., Rico,J.M., Alcantara,L.C.",2018-05-05,2020-12-14,ssRNA(+)
MT040679,Dengue virus type 4,Orthoflavivirus denguei,4,PY27,9828,partial,Paraguay: Domingo Martinez De Irala,Paraguay,Homo sapiens,blood,"Graf,T., Vazquez,C., Giovanetti,M., Fonseca,V., Bruycker,F.N., Gomez,A., Xavier,J., Mendonca,M.C., Jesus,J.G., Claro,I.M., Faria,N.R., de Oliveira,T., Filippis,A.M., Abreu,A.L., Oliveira,W.K., Croda,J., Albuquerque,C.F., Rico,J.M., Alcantara,L.C.",2018-05-09,2020-12-14,ssRNA(+)
MT040680,Dengue virus type 4,Orthoflavivirus denguei,4,PY28,9828,partial,Paraguay: Hernandarias,Paraguay,Homo sapiens,blood,"Graf,T., Vazquez,C., Giovanetti,M., Fonseca,V., Bruycker,F.N., Gomez,A., Xavier,J., Mendonca,M.C., Jesus,J.G., Claro,I.M., Faria,N.R., de Oliveira,T., Filippis,A.M., Abreu,A.L., Oliveira,W.K., Croda,J., Albuquerque,C.F., Rico,J.M., Alcantara,L.C.",2018-05-07,2020-12-14,ssRNA(+)
MT040681,Dengue virus type 4,Orthoflavivirus denguei,4,PY31,9828,partial,Paraguay: Hernandarias,Paraguay,Homo sapiens,blood,"Graf,T., Vazquez,C., Giovanetti,M., Fonseca,V., Bruycker,F.N., Gomez,A., Xavier,J., Mendonca,M.C., Jesus,J.G., Claro,I.M., Faria,N.R., de Oliveira,T., Filippis,A.M., Abreu,A.L., Oliveira,W.K., Croda,J., Albuquerque,C.F., Rico,J.M., Alcantara,L.C.",2018-05-22,2020-12-14,ssRNA(+)
MW332572,Dengue virus type 4,Orthoflavivirus denguei,4,D10,1037,partial,Nigeria,Nigeria,Homo sapiens,blood,"Saidu,Z.J., Oghafona,N.O., Okojie,R.O., Tatfeng,Y.M.",2019-02-03,2020-12-12,ssRNA(+)
LC553253,dengue virus type 4,Orthoflavivirus denguei,,DENV4/PHL/2015/Tdi-15-141,1485,partial,Philippines:Tarlac Province,Philippines,Homo sapiens,blood,"Balingit,J.C., Saito,M., Okamoto,M.",2015-09,2020-12-08,ssRNA(+)
LC553254,dengue virus type 4,Orthoflavivirus denguei,,DENV4/PHL/2015/Tdo-15-205,1485,partial,Philippines:Tarlac Province,Philippines,Homo sapiens,blood,"Balingit,J.C., Saito,M., Okamoto,M.",2015-08,2020-12-08,ssRNA(+)
LC553255,dengue virus type 4,Orthoflavivirus denguei,,DENV4/PHL/2015/Tdo-15-207,1104,partial,Philippines:Tarlac Province,Philippines,Homo sapiens,blood,"Balingit,J.C., Saito,M., Okamoto,M.",2015-08,2020-12-08,ssRNA(+)
LC553256,dengue virus type 4,Orthoflavivirus denguei,,DENV4/PHL/2015/Tdo-15-294,1104,partial,Philippines:Tarlac Province,Philippines,Homo sapiens,blood,"Balingit,J.C., Saito,M., Okamoto,M.",2015-08,2020-12-08,ssRNA(+)
MW301595,Dengue virus type 4,Orthoflavivirus denguei,4,20XN34963_D4_Malaysia,10281,partial,China: Guangzhou,China,Homo sapiens,blood,"Jiang,L., Cao,Y., Su,W.",2020-06-18,2020-12-04,ssRNA(+)
MW295825,Dengue virus type 4,Orthoflavivirus denguei,4,17XN25491 D4 FULL myanmar,10426,partial,China: Guangzhou,China,Homo sapiens,blood,"Jiang,L., Cao,Y., Su,W.",2017-09-11,2020-12-01,ssRNA(+)
MN448994,Dengue virus type 4,Orthoflavivirus denguei,4,KDC0646A-CP1_07/05/2011,10597,partial,Thailand,Thailand,Homo sapiens,,"Berry,I.M.",2011-07-06,2020-10-12,ssRNA(+)
MN448995,Dengue virus type 4,Orthoflavivirus denguei,4,KDC0647A-CP1_07/05/2011,10597,partial,Thailand,Thailand,Homo sapiens,,"Berry,I.M.",2011-07-06,2020-10-12,ssRNA(+)
MN448996,Dengue virus type 4,Orthoflavivirus denguei,4,KDC0648A-CP1_07/05/2011,10597,partial,Thailand,Thailand,Homo sapiens,,"Berry,I.M.",2011-07-06,2020-10-12,ssRNA(+)
MN448997,Dengue virus type 4,Orthoflavivirus denguei,4,KDC0868A_09/28/2011,10597,partial,Thailand,Thailand,Homo sapiens,,"Berry,I.M.",2011-09-28,2020-10-12,ssRNA(+)
MN448998,Dengue virus type 4,Orthoflavivirus denguei,4,KDC0987A_07/03/2012,10597,partial,Thailand,Thailand,Homo sapiens,,"Berry,I.M.",2012-07-04,2020-10-12,ssRNA(+)
MN448999,Dengue virus type 4,Orthoflavivirus denguei,4,KDH0146A_07/05/2011,10597,partial,Thailand,Thailand,Homo sapiens,,"Berry,I.M.",2011-07-04,2020-10-12,ssRNA(+)
MN449000,Dengue virus type 4,Orthoflavivirus denguei,4,KDH0150A_07/12/2011,10597,partial,Thailand,Thailand,Homo sapiens,,"Berry,I.M.",2011-07-11,2020-10-12,ssRNA(+)
MN449001,Dengue virus type 4,Orthoflavivirus denguei,4,KDH0173A_08/17/2011,10597,partial,Thailand,Thailand,Homo sapiens,,"Berry,I.M.",2011-08-16,2020-10-12,ssRNA(+)
MN449002,Dengue virus type 4,Orthoflavivirus denguei,4,KDH0192A_09/27/2011,10597,partial,Thailand,Thailand,Homo sapiens,,"Berry,I.M.",2011-09-26,2020-10-12,ssRNA(+)
MN449003,Dengue virus type 4,Orthoflavivirus denguei,4,KDH0220A_05/03/2012,10597,partial,Thailand,Thailand,Homo sapiens,,"Berry,I.M.",2012-05-02,2020-10-12,ssRNA(+)
MN449004,Dengue virus type 4,Orthoflavivirus denguei,4,KDH0239A_07/03/2012,10597,partial,Thailand,Thailand,Homo sapiens,,"Berry,I.M.",2012-07-02,2020-10-12,ssRNA(+)
MN449005,Dengue virus type 4,Orthoflavivirus denguei,4,KDH0247A_07/11/2012,10597,partial,Thailand,Thailand,Homo sapiens,,"Berry,I.M.",2012-07-10,2020-10-12,ssRNA(+)
MN449006,Dengue virus type 4,Orthoflavivirus denguei,4,KDH0252A_07/17/2012,10597,partial,Thailand,Thailand,Homo sapiens,,"Berry,I.M.",2012-07-16,2020-10-12,ssRNA(+)
MT597439,dengue virus type 4,Orthoflavivirus denguei,4,43257,10252,partial,South Korea,South Korea,Homo sapiens,blood,"Hwang,E.H., Kim,G., Chung,H., Oh,H., Park,J.H., Hur,G.H., Hong,J., Koo,B.S., Hwang,E.-H.",2010,2020-09-30,ssRNA(+)
MT122852,Dengue virus type 4,Orthoflavivirus denguei,4,2013-2769,1485,partial,Laos: Vientiane,Laos,Homo sapiens,,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2013-11-22,2020-09-22,ssRNA(+)
MT122853,Dengue virus type 4,Orthoflavivirus denguei,4,2014-2864 (ex Thailand),1485,partial,Laos: imported from Thailand,Laos,Homo sapiens,,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2014-02-05,2020-09-22,ssRNA(+)
MT122854,Dengue virus type 4,Orthoflavivirus denguei,4,2014-2867 (ex Malaysia),1485,partial,Laos: imported from Malaysia,Laos,Homo sapiens,,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2014-02-07,2020-09-22,ssRNA(+)
MT122855,Dengue virus type 4,Orthoflavivirus denguei,4,2015-3131,1485,partial,Laos: Vientiane,Laos,Homo sapiens,,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2015-08-26,2020-09-22,ssRNA(+)
MT122856,Dengue virus type 4,Orthoflavivirus denguei,4,2015-3401,1485,partial,Laos: Vientiane,Laos,Homo sapiens,,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2015-11-24,2020-09-22,ssRNA(+)
MT122857,Dengue virus type 4,Orthoflavivirus denguei,4,2015-3480,1485,partial,Laos: Vientiane,Laos,Homo sapiens,,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2015-12-16,2020-09-22,ssRNA(+)
MT122858,Dengue virus type 4,Orthoflavivirus denguei,4,2016-3599,1485,partial,Laos: Vientiane,Laos,Homo sapiens,,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2016-01-16,2020-09-22,ssRNA(+)
MT122859,Dengue virus type 4,Orthoflavivirus denguei,4,2016-3869,1485,partial,Laos: Vientiane,Laos,Homo sapiens,,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2016-06-08,2020-09-22,ssRNA(+)
MT122860,Dengue virus type 4,Orthoflavivirus denguei,4,2016-3932,1485,partial,Laos: Vientiane,Laos,Homo sapiens,,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2016-06-27,2020-09-22,ssRNA(+)
MT122861,Dengue virus type 4,Orthoflavivirus denguei,4,2016-4108,1485,partial,Laos: Vientiane,Laos,Homo sapiens,,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2016-08-04,2020-09-22,ssRNA(+)
MT122862,Dengue virus type 4,Orthoflavivirus denguei,4,2016-4132,1485,partial,Laos: Vientiane,Laos,Homo sapiens,,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2016-08-04,2020-09-22,ssRNA(+)
MT122863,Dengue virus type 4,Orthoflavivirus denguei,4,2016-4291,1485,partial,Laos: Vientiane,Laos,Homo sapiens,,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2016-08-29,2020-09-22,ssRNA(+)
MT122864,Dengue virus type 4,Orthoflavivirus denguei,4,2016-4441 (Fatal case),1485,partial,Laos: Vientiane,Laos,Homo sapiens,blood,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2016-09-20,2020-09-22,ssRNA(+)
MT122865,Dengue virus type 4,Orthoflavivirus denguei,4,2017-5506,1485,partial,Laos: Saravane,Laos,Homo sapiens,blood,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2017-05-29,2020-09-22,ssRNA(+)
MT122866,Dengue virus type 4,Orthoflavivirus denguei,4,2017-5534,1485,partial,Laos: Saravane,Laos,Homo sapiens,,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2017-06-04,2020-09-22,ssRNA(+)
MT122867,Dengue virus type 4,Orthoflavivirus denguei,4,2017-5797,1485,partial,Laos: Attapeu,Laos,Homo sapiens,,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2017-06-27,2020-09-22,ssRNA(+)
MT122868,Dengue virus type 4,Orthoflavivirus denguei,4,2017-5842,1485,partial,Laos: Vientiane,Laos,Homo sapiens,,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2017-07-02,2020-09-22,ssRNA(+)
MT122869,Dengue virus type 4,Orthoflavivirus denguei,4,2017-5871,1485,partial,Laos: Vientiane,Laos,Homo sapiens,blood,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2017-07-02,2020-09-22,ssRNA(+)
MT122870,Dengue virus type 4,Orthoflavivirus denguei,4,2017-5876 (Fatal case),1485,partial,Laos: Attapeu,Laos,Homo sapiens,blood,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2017-07-03,2020-09-22,ssRNA(+)
MT122871,Dengue virus type 4,Orthoflavivirus denguei,4,2017-5988,1485,partial,Laos: Vientiane,Laos,Homo sapiens,blood,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2017-07-11,2020-09-22,ssRNA(+)
MT122872,Dengue virus type 4,Orthoflavivirus denguei,4,2017-6237,1485,partial,Laos: Vientiane,Laos,Homo sapiens,blood,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2017-08-10,2020-09-22,ssRNA(+)
MT122873,Dengue virus type 4,Orthoflavivirus denguei,4,2017-6243,1485,partial,Laos: Attapeu,Laos,Homo sapiens,blood,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2017-08-08,2020-09-22,ssRNA(+)
MT122874,Dengue virus type 4,Orthoflavivirus denguei,4,2017-6358 (Fatal case),1485,partial,Laos: Vientiane,Laos,Homo sapiens,blood,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2017-08-16,2020-09-22,ssRNA(+)
MT122875,Dengue virus type 4,Orthoflavivirus denguei,4,2017-6583 (Fatal case),1485,partial,Laos: Attapeu,Laos,Homo sapiens,blood,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2017-09-03,2020-09-22,ssRNA(+)
MT122876,Dengue virus type 4,Orthoflavivirus denguei,4,2017-6509,1485,partial,Laos: Vientiane,Laos,Homo sapiens,blood,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2017-08-30,2020-09-22,ssRNA(+)
MT122877,Dengue virus type 4,Orthoflavivirus denguei,4,2017-7305,1485,partial,Laos: Bolikhamxay,Laos,Homo sapiens,blood,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2017-11-29,2020-09-22,ssRNA(+)
MT122878,Dengue virus type 4,Orthoflavivirus denguei,4,2017-7321,1485,partial,Laos: Vientiane,Laos,Homo sapiens,blood,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2017-12-05,2020-09-22,ssRNA(+)
MT122879,Dengue virus type 4,Orthoflavivirus denguei,4,2018-7509,1485,partial,Laos: Attapeu,Laos,Homo sapiens,blood,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2018-05-06,2020-09-22,ssRNA(+)
MT122880,Dengue virus type 4,Orthoflavivirus denguei,4,2018-7590,1485,partial,Laos: Vientiane,Laos,Homo sapiens,blood,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2018-05-30,2020-09-22,ssRNA(+)
MT122881,Dengue virus type 4,Orthoflavivirus denguei,4,2018-7626 (Fatal case),1485,partial,Laos: Xayaboury,Laos,Homo sapiens,blood,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2018-06-11,2020-09-22,ssRNA(+)
MT122882,Dengue virus type 4,Orthoflavivirus denguei,4,2018-7842,1485,partial,Laos: Savannakhet,Laos,Homo sapiens,blood,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2018-08-02,2020-09-22,ssRNA(+)
MT122883,Dengue virus type 4,Orthoflavivirus denguei,4,2018-7983,1485,partial,Laos: Saravane,Laos,Homo sapiens,blood,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2018-08-08,2020-09-22,ssRNA(+)
MT122884,Dengue virus type 4,Orthoflavivirus denguei,4,2018-8364,1485,partial,Laos: Vientiane,Laos,Homo sapiens,blood,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2018-10-02,2020-09-22,ssRNA(+)
MT122885,Dengue virus type 4,Orthoflavivirus denguei,4,2018-9161 (Fatal case),1485,partial,Laos: Vientiane,Laos,Homo sapiens,blood,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2019-01-18,2020-09-22,ssRNA(+)
MT122886,Dengue virus type 4,Orthoflavivirus denguei,4,2018-DS18_698_16 (Fatal case),1485,partial,Laos: Champassak,Laos,Homo sapiens,,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2018-06-26,2020-09-22,ssRNA(+)
MT122887,Dengue virus type 4,Orthoflavivirus denguei,4,2019-9310,1485,partial,Laos: Attapeu,Laos,Homo sapiens,blood,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2019-02-02,2020-09-22,ssRNA(+)
MT122888,Dengue virus type 4,Orthoflavivirus denguei,4,2019-9566 (Fatal case),1485,partial,Laos: Saravane,Laos,Homo sapiens,blood,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2019-04-02,2020-09-22,ssRNA(+)
MT122889,Dengue virus type 4,Orthoflavivirus denguei,4,2019-9831,1485,partial,Laos: Vientiane,Laos,Homo sapiens,blood,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2019-05-10,2020-09-22,ssRNA(+)
MT122890,Dengue virus type 4,Orthoflavivirus denguei,4,2019-10299,1485,partial,Laos: Vientiane,Laos,Homo sapiens,blood,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2019-06-07,2020-09-22,ssRNA(+)
MT122891,Dengue virus type 4,Orthoflavivirus denguei,4,2019-10310,1485,partial,Laos: Saravane,Laos,Homo sapiens,blood,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2019-06-07,2020-09-22,ssRNA(+)
MT122892,Dengue virus type 4,Orthoflavivirus denguei,4,2019-10439,1485,partial,Laos: Saravane,Laos,Homo sapiens,blood,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2019-06-11,2020-09-22,ssRNA(+)
MT122893,Dengue virus type 4,Orthoflavivirus denguei,4,2019-11393,1485,partial,Laos: VientianeProvince,Laos,Homo sapiens,blood,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2019-07-03,2020-09-22,ssRNA(+)
MT122894,Dengue virus type 4,Orthoflavivirus denguei,4,2019-15448,1485,partial,Laos: Vientiane,Laos,Homo sapiens,blood,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2019-10-31,2020-09-22,ssRNA(+)
MT122895,Dengue virus type 4,Orthoflavivirus denguei,4,2019-15460,1485,partial,Laos: Vientiane,Laos,Homo sapiens,blood,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2019-11-02,2020-09-22,ssRNA(+)
MT122896,Dengue virus type 4,Orthoflavivirus denguei,4,2019-15690,1485,partial,Laos: Vientiane,Laos,Homo sapiens,blood,"Calvez,E., Pommelet,V., Somlor,S., Pompon,J., Viengphouthong,S., Bounmany,P., Chindavong,T.A., Xaybounsou,T., Prasayasith,P., Keosenhom,S., Brey,P.T., Telle,O., Choisy,M., Marcombe,S., Grandadam,M.",2019-11-25,2020-09-22,ssRNA(+)
