Accession,Organism_Name,Species,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
OM831209,dengue virus type 1,Orthoflavivirus denguei,1,US/DB277/2020,1485,partial,USA,USA,Homo sapiens,blood,"Santiago,G.A., Gonzalez-Morales,G., Charriez,K., Flores,B., Stanek,D., Morrison,A., Munoz-Jordan,J.L.",2020-07-29,2022-03-02,ssRNA(+)
KJ806861,dengue virus type I,Orthoflavivirus denguei,1,MYS(Perlis)D1/D103Y13,1482,partial,Malaysia,Malaysia,Homo sapiens,,"Ng,L.C., Chem,Y.K., Koo,C., Mudin,R.N., Amin,F.M., Lee,K.S., Kheong,C.C., Mohd Amin,F., Chong,C.K.",2013,2015-04-20,ssRNA(+)
MT078649,dengue virus type I,Orthoflavivirus denguei,1,QZDEN09,1485,partial,China: Zhejiang province,China,Homo sapiens,blood,"Wang,X.G., Yang,R.J.",2019-11-02,2020-02-23,ssRNA(+)
PP124113,dengue virus type 1,Orthoflavivirus denguei,1,1408/D1/Melaka/2016,1485,partial,Malaysia,Malaysia,Homo sapiens,blood,"Chem,Y.K., Yenamandra,S.P., Chong,C.K., Mudin,R.N., Wan,M.K., Tajudin,N., Abu Bakar,R.S., Yamin,M.A., Yahya,R., Chang,C.C., Koo,C., Ng,L.C., Hapuarachchi,H.C.",2016,2024-05-13,ssRNA(+)
OM920367,dengue virus type 1,Orthoflavivirus denguei,1,D1/TAN/64/TA/2019,1485,partial,Tanzania,Tanzania,Homo sapiens,blood,"Kelly,M.E., Msafiri,F., Affara,M., Gehre,F., Moremi,N., Mghamba,J., Misinzo,G., Gatei,W., Whistler,T., Joachim,A., Lema,N., Santiago,G.A.",2019-06-13,2023-04-19,ssRNA(+)
MG560246,dengue virus type I,Orthoflavivirus denguei,,P1260/China/GD/CZ/2014,1485,partial,"China: Chaozhou, Guangdong Province",China,Homo sapiens,,"Zhao,W., Yu,J., Hui,H., He,X., Zhong,Z., Liu,X., Mao,Y., Jia,F., Deng,J., Xu,S., Hui,Y.",2014-10-26,2018-08-07,ssRNA(+)
OR844253,dengue virus type 1,Orthoflavivirus denguei,1,D1P01 165/C/2001 envelope polyprotein gene,1485,partial,Thailand: Pathumthani,Thailand,Homo sapiens,blood,"A-nuegoonpipat,A.",2001,2025-05-27,ssRNA(+)
MN894233,dengue virus type I,Orthoflavivirus denguei,1,JX197/2019,1485,partial,China: Nanchang,China,Homo sapiens,blood,"Li,J., Shi,Y., Xu,G., Xiao,D., Ran,X.",2019-08-27,2020-02-25,ssRNA(+)
OR029743,dengue virus type 1,Orthoflavivirus denguei,1,DENV1_D191047,10639,partial,China,China,Homo sapiens,blood,"Sun,J.",2019-08-15,2023-05-28,ssRNA(+)
MH428168,Dengue virus 1,Orthoflavivirus denguei,III,SG(EHI)D1/28552Y14,1485,partial,Singapore,Singapore,Homo sapiens,,"Liang,S., Hapuarachchi,H.C., Rajarethinam,J., Koo,C., Tang,C.S., Chong,C.S., Ng,L.C., Yap,G.",2014-07,2018-08-17,ssRNA(+)
JN029809,dengue virus type I,Orthoflavivirus denguei,,D10022-FS,1485,partial,China,China,Homo sapiens,blood,"Jiang,S., Ke,C.W., Akihiko,M., Zhou,H.Q., Zheng,K., Wu,D., Zhang,H., Di,B., Zhang,R.L.",2010,2011-07-13,ssRNA(+)
EU482519,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V975/2006,10690,complete,Viet Nam: south,Viet Nam,Homo sapiens,,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Jen,D., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2006,2008-03-04,ssRNA(+)
MW302819,dengue virus type I,Orthoflavivirus denguei,1,RL67,1485,partial,China,China,Homo sapiens,blood,"Guo,Xf.",2016-09,2021-02-02,ssRNA(+)
JQ915079,dengue virus type I,Orthoflavivirus denguei,IV,NC09/300509-13639,10699,partial,New Caledonia,New Caledonia,Homo sapiens,blood,"Aubry,M.T.",2009-05-30,2013-05-01,ssRNA(+)
KF419423,dengue virus type I,Orthoflavivirus denguei,V,D1PY/MR44/11,1485,partial,Paraguay,Paraguay,Homo sapiens,,"Segovia,A.M.Rojas., Soares,A.M., Mendoza,L., de Guillen,Y., Aria,L., Pedrozo,M.G., Acosta,M.E., Meza,T., Vallejos,M.A., Herebia,L., Aquino,V.H.",2011,2015-07-10,ssRNA(+)
OZ249598,dengue virus type 1,Orthoflavivirus denguei,,,1485,partial,,,,,"Zhang,T.",,2025-05-01,ssRNA(+)
OQ976892,dengue virus type 1,Orthoflavivirus denguei,1,Mengding1020,1043,partial,China: Yunnan Province,China,Homo sapiens,blood,"Zhou,Y., Liyang,S., Wang,P., An,J., Liu,H.",2019-09,2023-05-18,ssRNA(+)
KX056447,dengue virus type I,Orthoflavivirus denguei,I,DENV-1/China/YN/DGRL77 (2014),1485,partial,China: Yunnan,China,Homo sapiens,blood,"Hu,T., Zhang,F., Fan,Q.",2014-08-17,2017-05-31,ssRNA(+)
EU677169,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V1544/2007,10690,complete,Viet Nam: South,Viet Nam,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Jen,D., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2007,2008-05-12,ssRNA(+)
MG894855,Dengue virus 1,Orthoflavivirus denguei,,D1/Indonesia/1505cTw,1485,partial,Taiwan,Taiwan,Homo sapiens,blood,"Yang,C.-F., Chang,S.-F., Hsu,T.-C., Su,C.-L., Wang,T.-C., Lin,S.-H., Lin,C.-C., Shu,P.-Y.",2015-05-20,2018-08-17,ssRNA(+)
ON038496,dengue virus type 1,Orthoflavivirus denguei,1,00707/03,1485,partial,Thailand,Thailand,Homo sapiens,,"Klungthong,C., Phonpakobsin,T., Thaisomboonsuk,B., Chinnawirotpisan,P., Manasatienkit,W., Ong-ajchaowlerd,P., Rodpradit,P., Nisalak,A., Kalayanarooj,S., Punpanich Vandepitt,W., Macareo,L.R., Gibbons,R.V., Jarman,R.G., Fernandez,S.",2003-04-12,2022-03-27,ssRNA(+)
MN912138,dengue virus type I,Orthoflavivirus denguei,1,488-44DX3-176-P15-C5,10176,partial,Viet Nam,Viet Nam,Culicidae,,"Duong,K.T., Tran,V.T., Edenborough,K., Huynh Le,D.T., Huynh Le,H.A., Carrington,L., Simmons,C.P.",2017-07-12,2020-01-15,ssRNA(+)
PQ218490,dengue virus type 1,Orthoflavivirus denguei,1,ERT_18,10162,partial,Eritrea: Massawa,Eritrea,Homo sapiens,,"Ofula,V.O., Lambisia,A., Langat,S.K., Konongoi,S.L., Owaka,S.A., Koka,H., Koskei,E.C., Chepkorir,E., Onyambu,F., Nyaigoti,C., Nokes,J., Sang,R., Khamadi,S.A., Nyunja,A.O.",2010-04,2024-11-30,ssRNA(+)
PX480255,dengue virus type 1,Orthoflavivirus denguei,1,D18-1391,10735,complete,Philippines,Philippines,Homo sapiens,blood,"Sy,A.K., Rojas,S.M., Masdin,L., Phelan,J., Polotan,F.G.M., Rojas,F.Q., Quinones,M.A., Bato,J.S., Sucaldito,N.L., dela Paz,E.C., Capeding,M.R.Z., Padilla,C.D., Villanueva,S.Y., Hafalla,J.C.R., Hibberd,M.L.",2018-08-01,2025-12-31,ssRNA(+)
MT832038,dengue virus type I,Orthoflavivirus denguei,1,AB204803_D1_4,10179,partial,Philippines,Philippines,Homo sapiens,blood,"Fung,C.K., Li,T., Pollett,S., Alera,M.T., Yoon,I.K., Hang,J., Macareo,L., Srikiatkhachorn,A., Ellison,D., Rothman,A., Frenandez,S., Jarman,R.G., Maljkovic Berry,I.",2012,2021-01-11,ssRNA(+)
FJ410250,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V1917/2007,10688,complete,Viet Nam: South,Viet Nam,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2007,2008-11-01,ssRNA(+)
OQ426620,dengue virus type 1,Orthoflavivirus denguei,1,DEN-P-1332-1,10467,partial,Viet Nam: Nha Trang,Viet Nam,Homo sapiens,blood,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2018-12-19,2023-02-18,ssRNA(+)
PQ614835,dengue virus type 1,Orthoflavivirus denguei,1,19-19fuzhou/Myanmar,1485,partial,Myanmar,Myanmar,Homo sapiens,blood,"Yu,T., Kan,N., Lin,Q., Wang,J.",2019-12-01,2024-11-24,ssRNA(+)
OR229955,dengue virus type 1,Orthoflavivirus denguei,1,2020-IPG11,10665,partial,Guadeloupe,Guadeloupe,Homo sapiens,blood,"Garcia-Van Smevoorde,M., Piorkowski,G., Emboule,L., Dos Santos,G., Loraux,C., Guyomard-Rabenirina,S., Joannes,M.O., Fagour,L., Najioullah,F., Cabie,A., de Lamballerie,X., Vega-Rua,A., Cesaire,R., Calvez,E., Joannes,M.-O.",2020-11,2023-10-03,ssRNA(+)
MH611714,dengue virus type I,Orthoflavivirus denguei,III,SG(EHI)D1/48838Y13,1485,partial,Singapore,Singapore,Homo sapiens,,"Hapuarachchi,H.C., Koo,C., Kek,R., Xu,H., Lai,Y.L., Liu,L., Kok,S.Y., Shi,Y., Chuen,R.L., Lee,K.S., Maurer-Stroh,S., Ng,L.C., Chuen,R.L.T.",2013-12,2018-09-25,ssRNA(+)
JF967850,Dengue virus 1,Orthoflavivirus denguei,,D1/Vietnam/0901aTw,1485,partial,Viet Nam,Viet Nam,Homo sapiens,blood,"Huang,J.H., Su,C.L., Yang,C.F., Liao,T.L., Hsu,T.C., Chang,S.F., Lin,C.C., Shu,P.Y., Huang,J.-H., Su,C.-L., Liao,T.-L., Yang,C.-F., Chang,S.-F., Chang,M.-C., Hu,H.-C., Hsu,T.-C., Lin,C.-C., Shu,P.-Y.",2009,2012-05-31,ssRNA(+)
OR844197,dengue virus type 1,Orthoflavivirus denguei,1,D1H08 077/S/2008 envelope polyprotein gene,1485,partial,Thailand: Songkha,Thailand,Homo sapiens,blood,"A-nuegoonpipat,A.",2008,2025-05-27,ssRNA(+)
OR690651,dengue virus type 1,Orthoflavivirus denguei,1,"23CS066, envelope protein E region, (POLY) gene, partial cds",1485,partial,China: Changsha,China,Homo sapiens,blood,"He,J., Huang,Z., Ou,X.",2023-09-07,2024-11-30,ssRNA(+)
PP124035,dengue virus type 1,Orthoflavivirus denguei,1,1477/D1/Selangor/2021,1485,partial,Malaysia,Malaysia,Homo sapiens,blood,"Chem,Y.K., Yenamandra,S.P., Chong,C.K., Mudin,R.N., Wan,M.K., Tajudin,N., Abu Bakar,R.S., Yamin,M.A., Yahya,R., Chang,C.C., Koo,C., Ng,L.C., Hapuarachchi,H.C.",2021,2024-05-13,ssRNA(+)
JN379482,dengue virus type I,Orthoflavivirus denguei,1,CAREC 780184,1485,partial,Grenada,Grenada,Homo sapiens,blood,"Allicock,O.M., Lemey,P., Tatem,A.J., Pybus,O.G., Bennett,S.N., Mueller,B.A., Suchard,M.A., Foster,J.E., Rambaut,A., Carrington,C.V., Carrington,C.V.F.",1978,2012-02-19,ssRNA(+)
MH679984,Dengue virus 1,Orthoflavivirus denguei,I,SG(EHI)D1/03235Y15,1485,partial,Singapore,Singapore,Homo sapiens,,"Koo,C., Tien,W.P., Xu,H., Ong,J., Rajarethinam,J., Lai,Y.L., Ng,L.-C., Hapuarachchi,H.C.",2013-04,2018-08-17,ssRNA(+)
OL412678,dengue virus type I,Orthoflavivirus denguei,1,DENV1 011,10685,partial,Cambodia,Cambodia,Homo sapiens,blood,"Bohl,J.A., Manning,J.E., Lay,S., Chea,S., Brooks,C., Ahyong,V.",2019-07,2021-11-13,ssRNA(+)
MH611552,dengue virus type I,Orthoflavivirus denguei,III,SG(EHI)D1/50019Y13,1485,partial,Singapore,Singapore,Homo sapiens,,"Hapuarachchi,H.C., Koo,C., Kek,R., Xu,H., Lai,Y.L., Liu,L., Kok,S.Y., Shi,Y., Chuen,R.L., Lee,K.S., Maurer-Stroh,S., Ng,L.C., Chuen,R.L.T.",2013-12,2018-09-25,ssRNA(+)
MZ268178,dengue virus type 1,Orthoflavivirus denguei,1,1477-Puducherry-India-2018,1485,partial,India,India,Homo sapiens,blood,"Alagarasu,K., Patil,J.A., Kakade,M.B., More,A.M., Yogesh,B., Newase,P., Jadhav,S.M., Parashar,D., Kaur,H., Gupta,N., Vijay,N., Narayan,J., Shah,P.S., Alagrasu,K.",2018-10-12,2022-02-09,ssRNA(+)
JQ065937,dengue virus type I,Orthoflavivirus denguei,1,D11/2010,1485,partial,Mexico,Mexico,Homo sapiens,,"Rivas-Estilla,A.M., Bennett,S.N., Garcia-Luna,S.M., Leduc-Galindo,D., Arellanos-Soto,D., Ramos-Jimenez,J., Fernandez-Salas,I., Rincon-Herrera,U.M., Mendoza-Tavera,N., Villarreal-Perez,J.",2010-08-20,2012-03-20,ssRNA(+)
KX357938,dengue virus type I,Orthoflavivirus denguei,1,Mandalay161,1485,partial,Myanmar,Myanmar,Homo sapiens,,"Kyaw,A.K., Ngwe Tun,M.M., Moi,M.L., Nabeshima,T., Soe,K.T., Thwe,S.M., Myint,A.A., Maung,K.T.T., Aung,W., Hayasaka,D., Buerano,C.C., Thant,K.Z., Morita,K., Nabaeshima,T., Buerano,C.",2015,2017-04-21,ssRNA(+)
GU131745,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V3965/2008,10482,complete,Viet Nam: South,Viet Nam,Homo sapiens,blood,"Henn,M.R., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Simmons,C.P., Wills,B., Nguyen,M.D., Tran,V.N., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Nusbaum,C., Birren,B.",2008,2009-11-11,ssRNA(+)
MH612179,dengue virus type I,Orthoflavivirus denguei,III,SG(EHI)D1/02590Y14,1485,partial,Singapore,Singapore,Homo sapiens,,"Hapuarachchi,H.C., Koo,C., Kek,R., Xu,H., Lai,Y.L., Liu,L., Kok,S.Y., Shi,Y., Chuen,R.L., Lee,K.S., Maurer-Stroh,S., Ng,L.C., Chuen,R.L.T.",2014-01,2018-09-25,ssRNA(+)
FJ410209,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V1825/2007,10678,complete,Viet Nam: South,Viet Nam,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2007,2008-11-01,ssRNA(+)
MW302861,dengue virus type I,Orthoflavivirus denguei,1,RL165,1485,partial,Myanmar,Myanmar,Homo sapiens,blood,"Guo,Xf.",2014-09,2021-02-02,ssRNA(+)
FJ375534,dengue virus type I,Orthoflavivirus denguei,,9D1/06,429,partial,India,India,Homo sapiens,,"Kukreti,H., Chaudhary,A., Mittal,V., Lal,S., Rai,A.",2006,2008-11-03,ssRNA(+)
EU482525,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V981/2006,10690,complete,Viet Nam: south,Viet Nam,Homo sapiens,,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Jen,D., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2006,2008-03-04,ssRNA(+)
PQ562279,dengue virus type 1,Orthoflavivirus denguei,1,190,453,partial,Viet Nam: Binhdinh,Viet Nam,Homo sapiens,blood,"Duc Anh,D., Hang,N.T., Tong,H.V., Linh Toan,N., P Velavan,T.",2016-06-03,2024-11-18,ssRNA(+)
AY842332,dengue virus type I,Orthoflavivirus denguei,,P66,94,partial,Thailand,Thailand,,,"Chutinimitkul,S., Payungporn,S., Theamboonlers,A., Poovorawan,Y.",,2005-01-31,ssRNA(+)
PP124021,dengue virus type 1,Orthoflavivirus denguei,1,10246/D1/Perak/2020,1485,partial,Malaysia,Malaysia,Homo sapiens,blood,"Chem,Y.K., Yenamandra,S.P., Chong,C.K., Mudin,R.N., Wan,M.K., Tajudin,N., Abu Bakar,R.S., Yamin,M.A., Yahya,R., Chang,C.C., Koo,C., Ng,L.C., Hapuarachchi,H.C.",2020,2024-05-13,ssRNA(+)
MT804496,dengue virus type I,Orthoflavivirus denguei,1,14XN25208,1479,partial,China: (Guangzhou),China,Homo sapiens,blood,"Jiang,L., Su,W., Cao,Y.",2014-07-17,2020-08-01,ssRNA(+)
PZ055483,dengue virus type 1,Orthoflavivirus denguei,1,DET-P-0410-1,10467,partial,Viet Nam: Nha Trang,Viet Nam,Homo sapiens,blood,"Masdin,L., Ashall,J., Biggs,J., Phelan,J., Kim Huynh,M., Thuy Le,L., Bao Nguyen,T., Thai Do,H., Anh Thi Nguyen,H., Thi Thu Nguyen,T., Anh Dang,D., Iwasaki,C., Toizumi,M., Van Loock,M., Herrera-Taracena,G., Vijgen,L., Rasschaert,F., Van Wesenbeeck,L., Hafalla,J.C., Brady,O.J., Yoshida,L.M., Hue,S., Hibberd,M.L.",2018-12-16,2026-03-03,ssRNA(+)
GQ199847,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V2884/2006,10690,complete,Viet Nam: South,Viet Nam,Homo sapiens,blood,"Henn,M.R., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Simmons,C.P., Wills,B., Nguyen,M.D., Tran,V.N., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Nusbaum,C., Birren,B.",2006,2009-06-17,ssRNA(+)
PP892822,dengue virus type 1,Orthoflavivirus denguei,1,DENV_E_NIV03,458,partial,Pakistan,Pakistan,Homo sapiens,blood,"Tariq,F., Irfan,M., Farooq,S., Iqbal,H., Khan,I.A., Choudhary,M.I.",2022-04-26,2024-06-14,ssRNA(+)
HQ588119,dengue virus type I,Orthoflavivirus denguei,1,D1/hu/Vietnam/QuangNam1/2007,1485,partial,Viet Nam,Viet Nam,Homo sapiens,,"Ngo,T.L., Trinh,M.T., Cao,N.M., Bui,C.T.",,2011-05-08,ssRNA(+)
MH680177,Dengue virus 1,Orthoflavivirus denguei,I,SG(EHI)D1/09967Y14,1449,partial,Singapore,Singapore,Homo sapiens,,"Koo,C., Tien,W.P., Xu,H., Ong,J., Rajarethinam,J., Lai,Y.L., Ng,L.-C., Hapuarachchi,H.C.",2013-11,2018-08-17,ssRNA(+)
PP124016,dengue virus type 1,Orthoflavivirus denguei,1,63573/D1/Pahang/2019,1485,partial,Malaysia,Malaysia,Homo sapiens,blood,"Chem,Y.K., Yenamandra,S.P., Chong,C.K., Mudin,R.N., Wan,M.K., Tajudin,N., Abu Bakar,R.S., Yamin,M.A., Yahya,R., Chang,C.C., Koo,C., Ng,L.C., Hapuarachchi,H.C.",2019,2024-05-13,ssRNA(+)
PV663088,dengue virus type 1,Orthoflavivirus denguei,1,ID0174,1485,partial,Thailand: Bangkok,Thailand,Homo sapiens,blood,"Sittikul,P., Wirasit,I., Taoma,K., Rattanamahaphoom,J., Sriburin,P., Nuprasert,W., Limkittikul,K., Rotejanaprasert,C., Chatchen,S.",2023-12-28,2025-05-30,ssRNA(+)
OR258565,dengue virus type 1,Orthoflavivirus denguei,1,LACENMS_LIB2_79_20220417,10102,partial,"Brazil: Navirai, Mato Grosso do Sul",Brazil,Homo sapiens,blood,"Castilho De Arruda,L.D., Giovanetti,M., Fonseca,V., Zardin,M.C.S.U., Lichs,G.G.C., Asato,S., Esposito,A.O.P., Tokeshi Muller,M., Xavier,J., Fritsch,H., Lima,M., De Oliveira,C., Santos,E.V., Maziero,L.M.A., Frias,D.F.R., Ahad Das Neves,D., Ferreira Da Silva,L., Rodrigues Barretos,E.C., Tsuha Oshiro,P.E., Modafari Goday,B., Lemos Dos Santos,J.K., Kashima,S., Albuquerque,C.F.C., Said,R.F.D.C., Rosewell,A., Demarchi,L.H.F., Croda,J., Alcantara,L.C.J., Cavalheiro Maymone Goncalves,C., De Mello Almeida Maziero,L., Castilhos Souza Umaki Zardin,M., Garcia De Castro Lichs,G., Rezende Romera,G., Domingues Castilho De Arruda,L., Castanho Escandolhero,V., Ferreira Barbosa,K., Galindo Martins Tebet,D., Oliveira,C., Vieira Santos,E., Rodrigues Frias,D.F., Henrique Tsuha,D., Do Carmo Said,R.F., Ferraz Demarchi,L.H., Junior Alcantara,L.C., Rosa Croda,J.H.",2022-04-17,2023-10-03,ssRNA(+)
MN912243,dengue virus type I,Orthoflavivirus denguei,1,591-44DX3-197-P20-C1,10176,partial,Viet Nam,Viet Nam,Culicidae,,"Duong,K.T., Tran,V.T., Edenborough,K., Huynh Le,D.T., Huynh Le,H.A., Carrington,L., Simmons,C.P.",2017-08-16,2020-01-15,ssRNA(+)
PQ844981,dengue virus type 1,Orthoflavivirus denguei,1,DR1249,10176,partial,Viet Nam,Viet Nam,Homo sapiens,blood,"Duong,K.T.H., Le,T.P., Huynh,H.L.A., Le,H.M., Nguyen,D.T., Simmons,C.P., Wills,B.A., Yacoub,S.",2007,2025-01-12,ssRNA(+)
KC861948,dengue virus type I,Orthoflavivirus denguei,,D1.NgheAn.10 Sep.08,1485,partial,Viet Nam,Viet Nam,Homo sapiens,,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.",2008,2013-11-27,ssRNA(+)
MT447151,dengue virus type I,Orthoflavivirus denguei,1,DENV1-HMU-HKU-6,1707,partial,China: Hainan,China,Homo sapiens,blood,"Du,J., Peng,R., Hu,X., Lv,G., Yin,F.",2019-10-25,2020-05-13,ssRNA(+)
OR235341,dengue virus type 1,Orthoflavivirus denguei,1,DENV1_RUN_S20b46_2020,10528,partial,Reunion,Reunion,Homo sapiens,blood,"Frumence,E., Traversier,N., Jaffar Bandjee,M.-C.",2020-10,2024-03-21,ssRNA(+)
LC642559,dengue virus type I,Orthoflavivirus denguei,1,D1-TMCh17d,1485,partial,Thailand: Bangkok,Thailand,Homo sapiens,blood,"Imad,A.H., Phadungsombat,J., Nakayama,E.E., Chatapat,L., Pitusan,P., Matsee,W., Piyaphanee,W., Nguitragool,W., Shioda,T.",2017-11,2021-08-19,ssRNA(+)
PV544492,dengue virus type 1,Orthoflavivirus denguei,1,ML09,1485,partial,"China: Mengla,Yunnan",China,Homo sapiens,blood,"Yuan,l.",2023-10-09,2025-04-24,ssRNA(+)
OQ080037,dengue virus type 1,Orthoflavivirus denguei,1,GS2523,8322,partial,Sri Lanka,Sri Lanka,Homo sapiens,blood,"Dassanayake,A.K.K., De Silva,A.D., Abeygoonawardena,H., Kariyawasam,J.C., Chathuranga,T., Sundralingam,T., Dilshani,P., Gunasekara,H., Premawansa,G., Premawansa,S., Weiskopf,D., Sette,A., Punchihewa,C.",2022-03-15,2023-01-25,ssRNA(+)
KM003946,dengue virus type I,Orthoflavivirus denguei,1,mD1Rain12-D62,393,partial,Thailand,Thailand,Aedes aegypti,,"Kittichai,V., Siriyasatien,P.",2012-10-24,2014-10-28,ssRNA(+)
MN628186,dengue virus type 1,Orthoflavivirus denguei,1,2012_0258,1485,partial,Laos,Laos,Homo sapiens,,"Baliere,C., Thiberge,J.-M., Vandenbogaert,M., Calvez,E., Somlor,S., Grandadam,M., Caro,V.",2012,2022-10-30,ssRNA(+)
JQ425061,dengue virus type I,Orthoflavivirus denguei,,US/DB072/2009,1485,partial,USA,USA,Homo sapiens,blood,"Jordan,J.L., Santiago,G.A., Margolis,H., Stark,L., Medina,J.F., Colon,C., Munoz-Jordan,J.L.",2009,2012-05-02,ssRNA(+)
